,title,company,location,job_type,languages,soft_skills,skills,degree_type,degree_field,sub_category_1,sub_category_2,sub_category_3,experience_periode,Homeoffice,teilzeit,Vollzeit
111,Data Scientist Im Data Analytics ,Union Investment,Frankfurt am Main,"['Studentenjobs', 'Werkstudent']","['german', 'english']",,['data scientist'],['degree'],"['economic', 'computer science', 'business']",IT,Data & AI,Data Science,,True,True,False
112,Internation Data Analytics - Vehicle Data Analysis Energy Efficiency,Mercedes-Benz AG,Sindelfingen,['Praktikum'],"['german', 'english']","['analytical', 'communication']","['delta lake', 'aws', 'gcp', 'azure', 'data foundation', 'programming language', 'data engineering', 'data science', 'big data tool', 'database']","['bachelor', ""master's"", 'degree']","['engineering', 'computer science']",IT,Data & AI,Data Analysis,2y,True,False,True
113,Industrial Engineer Digital Transformation,WTSH GmbH,Kiel,['Befristeter Vertrag'],"['german', 'english']",['communication'],[],['degree'],"['economic', 'engineering', 'computer science']",Engineering,Industrial & Systems,Industrial & Systems,5y,True,False,True
114,Project Manager Day-Ahead Forecasting Energy Procurement,Schwarz Corporate Solutions,Neckarsulm,['Feste Anstellung'],,['analytical'],"['programming language', 'data science', 'ml techniques']",,,Project Manager,Project Manager,Project Manager,,False,False,True
115,Internation Project Management Data-Driven Development,Mercedes-Benz AG,Böblingen,['Praktikum'],['german'],,"['aws', 'azure', 'ansible', 'cloud computing', 'iac', 'data science']","['master', 'certification']","['economic', 'it-related', 'computer science', 'business']",IT,Data & AI,Data Analysis,,True,False,True
116,Manager Financial Planning Strategic Analysis,auxmoney GmbH,Düsseldorf,['Feste Anstellung'],['german'],,"['linux', 'ansible', 'cloud computing', 'containerization', 'aws', 'azure', 'iac', 'data science']","['certification', 'bachelor']","['economic', 'it-related', 'computer science', 'business']",IT,Data & AI,Data Analysis,4y,True,False,True
117,Business Analyst,ALDI Einkauf SE & Co. oHG,Essen,['Feste Anstellung'],"['german', 'english']","['communication', 'initiative']","['programming language', 'data science', 'database']",,,IT,Cybersecurity,Security Engineering,,True,False,True
118,Data Scientist Personalisation,bonprix Handelsgesellschaft mbH,Hamburg,['Feste Anstellung'],"['german', 'english']","['analytical', 'communication', 'initiative']","['power bi', 'bi tools', 'data science']",,,IT,Data & AI,Data Science,,True,False,True
119,Data Scientist,Adobe Systems Europe Limited,"Hamburg, Hamburg, Germany",['Feste Anstellung'],"['german', 'english']",['analytical'],['data science'],['degree'],"['computer science', 'business']",IT,Data & AI,Data Science,,False,False,True
120,It-Projektmanager Product Owner,Tönjes Holding AG,Delmenhorst,['Feste Anstellung'],"['german', 'english']",,['data science'],"['bachelor', 'master']",['computer science'],Project Manager,Project Manager,Project Manager,,True,False,True
121,Data Management Expert,BRUNATA Wärmemesser Hagen GmbH & Co. KG,Hamburg,['Feste Anstellung'],"['german', 'english']","['analytical', 'communication']",['data science'],['degree'],['business'],IT,Data & AI,Data Analysis,2y,True,False,True
122,Consultant Business Intelligence Data Analytics,Capgemini Invent,"Berlin, Frankfurt am Main, Hamburg, Köln, München, Stuttgart",['Feste Anstellung'],"['german', 'english']","['management', 'communication', 'initiative']","['data foundation', 'data science']",['degree'],"['computer science', 'business']",IT,Data & AI,BI,,False,False,True
123,Artificial Intelligence-Specialist,SCHOTTEL GmbH,Spay,['Feste Anstellung'],,"['communicates', 'analytical']","['python', 'programming language', 'devops/mlops']",,,IT,Data & AI,"AI, LLM & NLP",,True,False,True
124,Data Scientist Artificial Intelligence Engineer,HMS Analytical Software GmbH,"Berlin, Home-Office, bundesweit",['Feste Anstellung'],,,"['python', 'ai/data strategy', 'programming language', 'data science']",,,IT,Data & AI,Data Science,,True,True,True
125,Independent Research ,Deutsches Krebsforschungszentrum DKFZ,Berlin,['Feste Anstellung'],,"['management', 'communication']",['data warehouse'],,,Education,University & Research,University & Research,,True,False,True
126,Data Analyst,Allianz Kunde und Markt GmbH,Unterföhring bei München,['Feste Anstellung'],"['german', 'english']","['analytical', 'management']","['python', 'programming language', 'bi tools', 'data science']",,,IT,Data & AI,Data Analysis,,True,False,True
127,Genai Solutions Architect,BridgingIT GmbH,"Mannheim, München, Nürnberg, Stuttgart",['Feste Anstellung'],,"['collaboration', 'communication']","['python', 'sql', 'programming language', 'bi tools', 'data science', 'ml techniques', 'ml/ai framework', 'database']","['ph.d', ""master's"", 'degree']",['computer science'],IT,IT Management,Enterprise Architecture,4y,True,True,True
128,Manager Data Process Quality,MAINGAU Energie GmbH,Obertshausen,['Feste Anstellung'],"['german', 'english']","['communication', 'leadership', 'management', 'analytical', 'attention to detail']","['sql', 'python', 'r', 'programming language', 'data science', 'database']",,,IT,Data & AI,Data Analysis,2y,False,False,True
129,Requirement Engineer Smart Facility,Hamburg Messe und Congress GmbH,Hamburg,['Feste Anstellung'],"['german', 'english']","['communicates', 'analytical']","['sql', 'python', 'programming language', 'data engineering', 'dbt (data build tool)', 'bi tools', 'database']",['degree'],"['economic', 'technical', 'business']",Engineering,Electrical Engineering,Electrical Engineering,2y,True,False,True
130,Intern Data Artificial Intelligence Research Development Digitization,Mercedes-Benz AG,Sindelfingen,['Praktikum'],"['german', 'english']",['analytical'],"['python', 'ci/cd', 'programming language', 'devops/mlops', 'data science']",,,IT,Data & AI,Data Science,,True,False,True
132,Portfolio Management,Mercedes-Benz AG,Sindelfingen,"['Studentenjobs', 'Werkstudent']","['german', 'english']","['analytical', 'communication', 'initiative']",['data science'],,,Business,Finance,Wealth Management,,True,True,False
133,Software Developer Genai Machine Learning,REWE digital,Köln,['Feste Anstellung'],,,[],,,IT,Software Development,Full-Stack Development,,True,True,True
134,Data Analytics,Liebherr-Werk Biberach GmbH,Biberach,['Feste Anstellung'],['german'],['management'],"['oracle', 'tableau', 'data foundation', 'bi tools', 'data science', 'database']",,,IT,Data & AI,Data Analysis,,False,False,True
135,Consultant Data Strategy Governance,KPMG AG Wirtschaftsprüfungsgesellschaft,Berlin,['Feste Anstellung'],"['german', 'english']","['analytical', 'management']","['ai/data strategy', 'data foundation', 'data science']",['master'],"['computer science', 'business']",IT,Data & AI,Data Analysis,,True,False,True
136,Data Analytics,Mercedes-Benz AG,Sindelfingen,"['Studentenjobs', 'Werkstudent']","['german', 'english']","['analytical', 'communication']","['python', 'ms office', 'programming language', 'data science']",,,IT,Data & AI,Data Analysis,,True,True,False
137,Data Scientist Analytics,REWE Group,Köln,['Feste Anstellung'],,,['data scientist'],,,IT,Data & AI,Data Science,,True,False,True
138,Computer Science Software Technology Training It Specialist Application Development,GEA Farm Technologies GmbH,Bönen,"['Ausbildung', 'Studium']","['german', 'english']",['initiative'],[],,,IT,Software Development,Full-Stack Development,,False,False,True
139,Specialist Reporting Analytics,Logwin Air + Ocean International GmbH,Großostheim,['Feste Anstellung'],['english'],,"['tableau', 'bi tools', 'data science']",,,IT,Data & AI,Data Analysis,,True,False,True
140,Intern Artificial Intelligence Digital Development,Mercedes-Benz AG,Sindelfingen,['Praktikum'],"['german', 'english']","['communication', 'initiative']","['excel', 'bi tools', 'data science']","[""bachelor's"", ""master's"", 'degree']","['economic', 'engineering', 'computer science']",IT,Data & AI,"AI, LLM & NLP",,True,False,True
141,Training Computer Science Network Technology System Integration,GEA Farm Technologies GmbH,Bönen,"['Ausbildung', 'Studium']","['german', 'english']",['initiative'],[],,,IT,Software Development,Full-Stack Development,,False,False,True
142,Speaker Standardization Funding Programs Research Assistants,VIVAVIS AG,Ettlingen,['Feste Anstellung'],"['german', 'english']","['communicates', 'management', 'communication']",['outlook'],['degree'],"['computer science', 'business']",Education,University & Research,University & Research,,True,False,True
143,Artificial Intelligence - Automation Implementation Artificial Intelligence Tools Stuttgart,prognum Automotive GmbH,Stuttgart,"['Studentenjobs', 'Werkstudent']",,['analytical'],"['r', 'data science']",,,IT,Data & AI,"AI, LLM & NLP",,True,True,False
144,Area Low Code Artificial Intelligence Digital Transformation,Momentive Technologies SH GmbH,Geesthacht,"['Studentenjobs', 'Werkstudent']","['german', 'english']",['initiative'],['data science'],,,IT,Data & AI,"AI, LLM & NLP",,False,True,False
145,Data Analytics -,Salzgitter Mannesmann Stahlhandel GmbH,"bundesweit, Home-Office","['Studentenjobs', 'Werkstudent']",['german'],"['analytical', 'initiative']","['ms office', 'excel', 'sap', 'programming language', 'bi tools', 'data science']",,,IT,Data & AI,Data Analysis,,True,True,False
146,Leitung Business Intelligence,FIXIT TM Holding GmbH,Freising,['Feste Anstellung'],"['german', 'english']","['analytical', 'communication']","['sap', 'ai/data strategy', 'data engineering', 'bi tools', 'data science']",,,IT,Data & AI,BI,,True,False,True
147,Expert Decision Systems Risk Management Finance,VR Smart Finanz AG,Eschborn,['Feste Anstellung'],,,['data science'],['degree'],"['economic', 'computer science']",IT,Data & AI,Data Analysis,,True,False,True
148,Artificial Intelligence Engineer Data Scientist,Häcker Küchen GmbH & Co. KG,Rödinghausen,['Feste Anstellung'],"['german', 'english']","['communicates', 'analytical', 'initiative']","['python', 'sql', 'azure', 'programming language', 'data science', 'database']",['degree'],['computer science'],IT,Data & AI,Data Science,,True,False,True
149,Project Management Process Analysis,rola Security Solutions GmbH,Oberhausen,"['Studentenjobs', 'Werkstudent']",,"['management', 'communication']","['programming language', 'data science']",,,IT,Data & AI,Data Analysis,,True,True,False
150,Data Analytics Scesmm,Atruvia AG,Karlsruhe,"['Studentenjobs', 'Werkstudent']",['german'],['analytical'],"['python', 'tableau', 'programming language', 'bi tools', 'data science']",,,IT,Data & AI,Data Analysis,,True,True,False
151,Managers Program Hr Hr Tech Digitalization Generative Artificial Intelligence - Program Iv,Bosch Gruppe,Gerlingen,['Berufseinstieg/Trainee'],"['german', 'english']","['communicates', 'management', 'collaboration', 'communication']",['data science'],"[""master's"", 'phd', 'degree']",['business'],IT,Data & AI,"AI, LLM & NLP",,True,False,True
152,Data Engineer,Thinksurance GmbH,Frankfurt am Main,['Feste Anstellung'],,"['analytical', 'management', 'communication']",['data engineer'],,,IT,Data & AI,Data Engineering,4y,True,False,True
153,Data Analyst Hr-Controlling Systeme,B&O Service AG,Berlin,['Feste Anstellung'],,"['management', 'initiative']","['excel', 'power bi', 'sql', 'python', 'programming language', 'bi tools', 'data science', 'database']",['degree'],"['economic', 'computer science', 'business']",IT,Data & AI,Data Analysis,,True,False,True
154,Referent Artificial Intelligence Koordination Operations,BSH Hausgeräte Gruppe,München,['Feste Anstellung'],"['german', 'english']","['team player', 'analytical', 'management']",['data science'],,,IT,Data & AI,"AI, LLM & NLP",,True,True,True
155,Customer Research Machine Learning,Mercedes-Benz AG,Sindelfingen,"['Studentenjobs', 'Werkstudent']","['german', 'english']","['analytical', 'creativity']","['nlp', 'python', 'programming language', 'ml techniques']",,,IT,Data & AI,Machine Learning,,True,True,False
156,Data Scientist - Product Analytics,Coinbase Germany GmbH,"Berlin, Germany",['Feste Anstellung'],,['communication'],"['sql', 'python', 'programming language', 'data science', 'database']",['phd'],"['computer science', 'business']",IT,Data & AI,Data Science,3y,False,False,True
157,Data Architect,Vereinigte Hagelversicherung VVaG,Gießen,['Feste Anstellung'],"['german', 'english']",['analytical'],"['dbt', 'sql', 'power bi', 'azure', 'programming language', 'data engineering', 'dbt (data build tool)', 'bi tools', 'data science', 'database']",['degree'],"['computer science', 'business']",IT,IT Management,Enterprise Architecture,3y,True,True,True
158,Artificial Intelligence Artificial Intelligence Solutions,dtms GmbH,Hamburg,"['Studentenjobs', 'Werkstudent']","['german', 'english']",['analytical'],"['gpt', 'data science']",,,IT,Data & AI,"AI, LLM & NLP",,True,True,False
159,Product Analytics Manager,Stepstone GmbH,Düsseldorf,['Feste Anstellung'],,,"['sql', 'python', 'programming language', 'data engineering', 'bi tools', 'data science', 'database']",['degree'],['technical'],Business,Sales & Marketing,Digital Marketing,7y,True,False,True
160,Intern Artificial Intelligence Enthusiast,Mercedes-Benz Tech Innovation,Ulm,['Praktikum'],,['analytical'],"['python', 'sql', 'programming language', 'data science', 'big data tool', 'database']",,,IT,Data & AI,"AI, LLM & NLP",,True,False,True
161,Intern Artificial Intelligence Enthusiast,Mercedes-Benz Tech Innovation,Stuttgart,['Praktikum'],,['analytical'],"['python', 'sql', 'programming language', 'data science', 'big data tool', 'database']",,,IT,Data & AI,"AI, LLM & NLP",,True,False,True
162,Specialist Sales Control Data Analytics Edi,Salzgitter Mannesmann Stahlhandel GmbH,Mülheim an der Ruhr,['Feste Anstellung'],,"['communicates', 'analytical', 'management', 'initiative']","['ms office', 'excel', 'programming language', 'bi tools', 'data science']",,,IT,Data & AI,Data Analysis,,False,False,True
163,Artificial Intelligence Development C24 Bank,CHECK24,Frankfurt am Main,"['Studentenjobs', 'Werkstudent']","['german', 'english']",,"['programming language', 'data science']",['degree'],"['technical', 'computer science']",IT,Data & AI,"AI, LLM & NLP",,False,True,False
164,Manager Martech Salesforce Marketing Cloud Expert,MRM Germany GmbH,"Frankfurt, Berlin, Düsseldorf",['Feste Anstellung'],,"['analytical', 'management', 'communication']","['salesforce', 'sql', 'mysql', 'data foundation', 'programming language', 'bi tools', 'data science', 'database']",['degree'],"['economic', 'computer science']",Business,Sales & Marketing,Digital Marketing,5y,True,False,True
